isotype,start,stop,plotpoint_hi,swept_haplotype,chromosome
BRC20067,12301652,12433646,213,FALSE,I
BRC20067,12433646,12434912,213,TRUE,I
BRC20067,12434912,12446488,213,FALSE,I
BRC20067,12446488,12448001,213,TRUE,I
BRC20067,12448001,12710495,213,FALSE,I
BRC20067,12710495,12711829,213,TRUE,I
BRC20067,12711829,12745452,213,FALSE,I
BRC20067,12745452,12746106,213,TRUE,I
BRC20067,12746106,12798294,213,FALSE,I
BRC20067,12798294,15068407,213,TRUE,I
BRC20263,947,72073,194,FALSE,I
BRC20263,72073,476760,194,TRUE,I
BRC20263,476760,581281,194,FALSE,I
BRC20263,581281,1619582,194,TRUE,I
BRC20263,1619582,1868795,194,FALSE,I
BRC20263,1868795,3441020,194,TRUE,I
BRC20263,3441020,3475058,194,FALSE,I
BRC20263,3475058,3492372,194,TRUE,I
BRC20263,3492372,3598886,194,FALSE,I
BRC20263,3598886,3627313,194,TRUE,I
BRC20263,3627313,3695697,194,FALSE,I
BRC20263,3695697,3748538,194,TRUE,I
BRC20263,3748538,4328866,194,FALSE,I
BRC20263,4328866,4458715,194,TRUE,I
BRC20263,4458715,4911728,194,FALSE,I
BRC20263,4911728,4976642,194,TRUE,I
BRC20263,4976642,5851839,194,FALSE,I
BRC20263,5851839,5857622,194,TRUE,I
BRC20263,5857622,6026683,194,FALSE,I
BRC20263,6026683,6076800,194,TRUE,I
BRC20263,6076800,6794612,194,FALSE,I
BRC20263,6794612,6935083,194,FALSE,I
BRC20263,6935083,7051313,194,TRUE,I
BRC20263,7051313,8015329,194,FALSE,I
BRC20263,8015329,8040475,194,TRUE,I
BRC20263,8040475,8583247,194,FALSE,I
BRC20263,8583247,8669606,194,TRUE,I
BRC20263,8669606,8782530,194,FALSE,I
BRC20263,8782530,8821023,194,TRUE,I
BRC20263,8821023,8847062,194,FALSE,I
BRC20263,8847062,8877796,194,FALSE,I
BRC20263,8877796,9199049,194,FALSE,I
BRC20263,9199049,9719306,194,TRUE,I
BRC20263,9719306,11115132,194,FALSE,I
BRC20263,11115132,11268341,194,FALSE,I
BRC20263,11268341,11271193,194,FALSE,I
BRC20263,11271193,11271410,194,TRUE,I
BRC20263,11271410,11517364,194,FALSE,I
BRC20263,11517364,11519254,194,TRUE,I
BRC20263,11519254,11694855,194,FALSE,I
BRC20263,11694855,11694897,194,TRUE,I
BRC20263,11694897,11866131,194,FALSE,I
BRC20263,11866131,11882754,194,FALSE,I
BRC20263,11882754,12785741,194,TRUE,I
BRC20263,12785741,12787111,194,FALSE,I
BRC20263,12787111,12797650,194,FALSE,I
BRC20263,12797650,13007273,194,TRUE,I
BRC20263,13007273,13022150,194,FALSE,I
BRC20263,13022150,13031531,194,TRUE,I
BRC20263,13031531,15068407,194,FALSE,I
CB4851,947,1034963,181,FALSE,I
CB4851,1034963,1034986,181,FALSE,I
CB4851,1034986,1042946,181,FALSE,I
CB4851,1042946,1045880,181,TRUE,I
CB4851,1045880,1102311,181,FALSE,I
CB4851,1102311,1104862,181,FALSE,I
CB4851,1104862,2162656,181,FALSE,I
CB4851,2162656,2164727,181,TRUE,I
CB4851,2164727,2475697,181,FALSE,I
CB4851,2475697,2475845,181,TRUE,I
CB4851,2475845,2489931,181,FALSE,I
CB4851,2489931,2492612,181,TRUE,I
CB4851,2492612,2593614,181,FALSE,I
CB4851,2593614,2594004,181,TRUE,I
CB4851,2594004,2728872,181,FALSE,I
CB4851,2728872,2731339,181,TRUE,I
CB4851,2731339,3038048,181,FALSE,I
CB4851,3038048,7241687,181,TRUE,I
CB4851,7241687,8220414,181,FALSE,I
CB4851,8220414,8553568,181,TRUE,I
CB4851,8553568,8833900,181,FALSE,I
CB4851,8833900,10056587,181,TRUE,I
CB4851,10056587,10063974,181,FALSE,I
CB4851,10063974,10138839,181,TRUE,I
CB4851,10138839,10441411,181,FALSE,I
CB4851,10441411,10693047,181,TRUE,I
CB4851,10693047,10756606,181,FALSE,I
CB4851,10756606,11235496,181,TRUE,I
CB4851,11235496,11381612,181,FALSE,I
CB4851,11381612,13300287,181,TRUE,I
CB4851,13300287,13300966,181,FALSE,I
CB4851,13300966,13658282,181,TRUE,I
CB4851,13658282,14175735,181,FALSE,I
CB4851,14175735,14427423,181,TRUE,I
CB4851,14427423,14546890,181,FALSE,I
CB4851,14546890,14932053,181,TRUE,I
CB4851,14932053,15068407,181,FALSE,I
CB4852,947,63912,142,FALSE,I
CB4852,63912,1034963,142,FALSE,I
CB4852,1034963,1034986,142,FALSE,I
CB4852,1034986,1042946,142,FALSE,I
CB4852,1042946,1045880,142,TRUE,I
CB4852,1045880,1102311,142,FALSE,I
CB4852,1102311,1104862,142,FALSE,I
CB4852,1104862,2162656,142,FALSE,I
CB4852,2162656,2164727,142,TRUE,I
CB4852,2164727,2475697,142,FALSE,I
CB4852,2475697,2475845,142,TRUE,I
CB4852,2475845,2489931,142,FALSE,I
CB4852,2489931,2492612,142,TRUE,I
CB4852,2492612,2593614,142,FALSE,I
CB4852,2593614,2594004,142,TRUE,I
CB4852,2594004,2728872,142,FALSE,I
CB4852,2728872,15068407,142,TRUE,I
CB4853,947,17159,234,FALSE,I
CB4853,17159,1176767,234,TRUE,I
CB4853,1176767,1410259,234,FALSE,I
CB4853,1718810,1730754,234,TRUE,I
CB4853,1730754,1862808,234,FALSE,I
CB4853,1862808,1926040,234,TRUE,I
CB4853,1926040,2198067,234,FALSE,I
CB4853,2198067,2198413,234,FALSE,I
CB4853,2198413,2333810,234,FALSE,I
CB4853,2333810,2702034,234,TRUE,I
CB4853,2702034,2862890,234,FALSE,I
CB4853,2862890,2863740,234,FALSE,I
CB4853,2863740,4360362,234,FALSE,I
CB4853,4360362,4516425,234,TRUE,I
CB4853,4516425,4711625,234,FALSE,I
CB4853,4711625,8483617,234,TRUE,I
CB4853,8483617,8799907,234,FALSE,I
CB4853,8819801,15068407,234,TRUE,I
CB4854,216611,713502,198,FALSE,I
CB4854,836396,1031914,198,FALSE,I
CB4854,2126986,2133069,198,FALSE,I
CB4854,2473400,7241687,198,TRUE,I
CB4854,7241687,7758621,198,FALSE,I
CB4854,7758621,8833900,198,FALSE,I
CB4854,8833900,10056587,198,TRUE,I
CB4854,10056587,10063974,198,FALSE,I
CB4854,10063974,11235496,198,TRUE,I
CB4854,11235496,11381612,198,FALSE,I
CB4854,11381612,12880952,198,TRUE,I
CB4854,12978576,13053804,198,FALSE,I
CB4854,13167306,13346270,198,FALSE,I
CB4854,13346270,14149781,198,FALSE,I
CB4854,14149781,14150173,198,TRUE,I
CB4854,14150173,14431666,198,FALSE,I
CB4854,14431666,14433057,198,TRUE,I
CB4854,14433057,14510299,198,FALSE,I
CB4854,14512813,14967116,198,FALSE,I
CB4855,947,1070345,259,FALSE,I
CB4855,1070345,1730754,259,TRUE,I
CB4855,1730754,1862808,259,FALSE,I
CB4855,1862808,1926040,259,TRUE,I
CB4855,1926040,2198067,259,FALSE,I
CB4855,2198067,2198413,259,FALSE,I
CB4855,2198413,2333810,259,FALSE,I
CB4855,2333810,2702034,259,TRUE,I
CB4855,2702034,2862890,259,FALSE,I
CB4855,2862890,2863740,259,FALSE,I
CB4855,2863740,4360362,259,FALSE,I
CB4855,4360362,4516425,259,TRUE,I
CB4855,4516425,4711625,259,FALSE,I
CB4855,4711625,8483617,259,TRUE,I
CB4855,8483617,11549506,259,FALSE,I
CB4855,11549506,11963502,259,FALSE,I
CB4855,11963502,11964529,259,TRUE,I
CB4855,11964529,12384411,259,FALSE,I
CB4855,12384411,12397964,259,TRUE,I
CB4855,12397964,12617541,259,FALSE,I
CB4855,12617541,12625189,259,TRUE,I
CB4855,12625189,12797650,259,FALSE,I
CB4855,12797650,13007273,259,TRUE,I
CB4855,13007273,13022150,259,FALSE,I
CB4855,13022150,13850975,259,TRUE,I
CB4855,13850975,14166165,259,FALSE,I
CB4855,14166165,14452707,259,TRUE,I
CB4855,14452707,14455485,259,FALSE,I
CB4855,14455485,15068407,259,TRUE,I
CB4856,113814,191431,335,FALSE,I
CB4856,2496756,2561603,335,FALSE,I
CB4856,2568977,2586986,335,FALSE,I
CB4856,3352073,3460179,335,FALSE,I
CB4856,3598463,3598886,335,FALSE,I
CB4856,5702875,5843330,335,FALSE,I
CB4856,7226975,8157717,335,FALSE,I
CB4856,10000236,10602088,335,FALSE,I
CB4856,10930152,11026917,335,FALSE,I
CB4856,11918899,13362702,335,FALSE,I
CB4856,13362702,15064281,335,FALSE,I
CB4856,15064281,15068407,335,FALSE,I
CB4857,947,11521,235,FALSE,I
CB4857,11521,334582,235,TRUE,I
CB4857,334582,1038380,235,FALSE,I
CB4857,1038380,1199307,235,TRUE,I
CB4857,1199723,1841483,235,TRUE,I
CB4857,1934049,2007000,235,FALSE,I
CB4857,2007000,3714111,235,TRUE,I
CB4857,3714111,4485826,235,FALSE,I
CB4857,4485826,4516425,235,TRUE,I
CB4857,4516425,4616128,235,FALSE,I
CB4857,4616128,8833900,235,FALSE,I
CB4857,8833900,11294302,235,FALSE,I
CB4857,11294302,11295621,235,FALSE,I
CB4857,11295621,11549506,235,FALSE,I
CB4857,11549506,11963502,235,FALSE,I
CB4857,11963502,11964529,235,TRUE,I
CB4857,11964529,12384411,235,FALSE,I
CB4857,12384411,12397964,235,TRUE,I
CB4857,12397964,12617541,235,FALSE,I
CB4857,12617541,12625189,235,TRUE,I
CB4857,12625189,12797650,235,FALSE,I
CB4857,12797650,13007273,235,TRUE,I
CB4857,13007273,13022150,235,FALSE,I
CB4857,13022150,13850975,235,TRUE,I
CB4857,13850975,14166165,235,FALSE,I
CB4857,14166165,14452707,235,TRUE,I
CB4857,14452707,14455485,235,FALSE,I
CB4857,14455485,15068407,235,TRUE,I
CB4858,947,17159,239,FALSE,I
CB4858,17159,1730754,239,TRUE,I
CB4858,1730754,1862808,239,FALSE,I
CB4858,1862808,1926040,239,TRUE,I
CB4858,1926040,2198067,239,FALSE,I
CB4858,2198067,2198413,239,FALSE,I
CB4858,2198413,2333810,239,FALSE,I
CB4858,2333810,2702034,239,TRUE,I
CB4858,2702034,2862890,239,FALSE,I
CB4858,2862890,2863740,239,FALSE,I
CB4858,2863740,4360362,239,FALSE,I
CB4858,4360362,4516425,239,TRUE,I
CB4858,4516425,4711625,239,FALSE,I
CB4858,4711625,8483617,239,TRUE,I
CB4858,8483617,11549506,239,FALSE,I
CB4858,11549506,11963502,239,FALSE,I
CB4858,11963502,11964529,239,TRUE,I
CB4858,11964529,12384411,239,FALSE,I
CB4858,12384411,12397964,239,TRUE,I
CB4858,12397964,12617541,239,FALSE,I
CB4858,12617541,12625189,239,TRUE,I
CB4858,12625189,12797650,239,FALSE,I
CB4858,12797650,13007273,239,TRUE,I
CB4858,13007273,13022150,239,FALSE,I
CB4858,13022150,13850975,239,TRUE,I
CB4858,13850975,14166165,239,FALSE,I
CB4858,14166165,14452707,239,TRUE,I
CB4858,14452707,14455485,239,FALSE,I
CB4858,14455485,15068407,239,TRUE,I
CB4932,947,63912,149,FALSE,I
CB4932,63912,1034963,149,FALSE,I
CB4932,1034963,1034986,149,FALSE,I
CB4932,1034986,1042946,149,FALSE,I
CB4932,1042946,1045880,149,TRUE,I
CB4932,1045880,1102311,149,FALSE,I
CB4932,1102311,1104862,149,FALSE,I
CB4932,1104862,2162656,149,FALSE,I
CB4932,2162656,2164727,149,TRUE,I
CB4932,2164727,2475697,149,FALSE,I
CB4932,2475697,2475845,149,TRUE,I
CB4932,2475845,2489931,149,FALSE,I
CB4932,2489931,2492612,149,TRUE,I
CB4932,2492612,2593614,149,FALSE,I
CB4932,2593614,2594004,149,TRUE,I
CB4932,2594004,2728872,149,FALSE,I
CB4932,2728872,2731339,149,TRUE,I
CB4932,2731339,3038048,149,FALSE,I
CB4932,3038048,7241687,149,TRUE,I
CB4932,7241687,8220414,149,FALSE,I
CB4932,8220414,8553568,149,TRUE,I
CB4932,8553568,8833900,149,FALSE,I
CB4932,8833900,10056587,149,TRUE,I
CB4932,10056587,10063974,149,FALSE,I
CB4932,10063974,10138839,149,TRUE,I
CB4932,10138839,10441411,149,FALSE,I
CB4932,10441411,10693047,149,TRUE,I
CB4932,10693047,10756606,149,FALSE,I
CB4932,10756606,11235496,149,TRUE,I
CB4932,11235496,11381612,149,FALSE,I
CB4932,11381612,13300287,149,TRUE,I
CB4932,13300287,13300966,149,FALSE,I
CB4932,13300966,13361518,149,TRUE,I
CB4932,13362416,13986156,149,FALSE,I
CB4932,13986156,13987371,149,TRUE,I
CB4932,13987371,15068407,149,FALSE,I
CX11254,947,145172,227,FALSE,I
CX11254,145172,668361,227,FALSE,I
CX11254,668361,747866,227,FALSE,I
CX11254,747866,1206400,227,FALSE,I
CX11254,1377195,1422078,227,FALSE,I
CX11254,1422078,1425423,227,FALSE,I
CX11254,1425423,1486488,227,FALSE,I
CX11254,1486488,1525958,227,FALSE,I
CX11254,1525958,1615345,227,FALSE,I
CX11254,1615345,2202475,227,FALSE,I
CX11254,2202475,2202874,227,FALSE,I
CX11254,2202874,2403555,227,FALSE,I
CX11254,2403555,2404204,227,FALSE,I
CX11254,2404204,2514618,227,FALSE,I
CX11254,2514618,2516132,227,FALSE,I
CX11254,2516132,2730771,227,FALSE,I
CX11254,2731339,3097468,227,FALSE,I
CX11254,3097468,3273293,227,FALSE,I
CX11254,3273293,3344655,227,FALSE,I
CX11254,3344655,3428366,227,FALSE,I
CX11254,3428366,3540678,227,FALSE,I
CX11254,3540678,3598126,227,FALSE,I
CX11254,3598126,3598463,227,FALSE,I
CX11254,3598463,3657058,227,FALSE,I
CX11254,3657058,3845815,227,FALSE,I
CX11254,3845815,3846544,227,FALSE,I
CX11254,3846544,4259643,227,FALSE,I
CX11254,4259643,4303267,227,FALSE,I
CX11254,4303267,4445319,227,FALSE,I
CX11254,4445319,5329635,227,FALSE,I
CX11254,5329635,5365807,227,FALSE,I
CX11254,5365807,5399946,227,FALSE,I
CX11254,5399946,5464359,227,FALSE,I
CX11254,5464359,5883574,227,FALSE,I
CX11254,5883574,6009928,227,FALSE,I
CX11254,6009928,6975798,227,FALSE,I
CX11254,6975798,7051313,227,FALSE,I
CX11254,7051313,7513838,227,FALSE,I
CX11254,7513838,7517137,227,FALSE,I
CX11254,7517137,7803192,227,FALSE,I
CX11254,7803192,7905328,227,FALSE,I
CX11254,7905328,9405794,227,FALSE,I
CX11254,9405794,9429472,227,FALSE,I
CX11254,9429472,9744613,227,FALSE,I
CX11254,9744613,9750530,227,FALSE,I
CX11254,9750530,10918201,227,FALSE,I
CX11254,10918201,11043113,227,FALSE,I
CX11254,11043113,11875727,227,FALSE,I
CX11254,11875727,11917420,227,FALSE,I
CX11254,11917420,11989631,227,FALSE,I
CX11254,11989631,12864995,227,FALSE,I
CX11254,12864995,12933292,227,FALSE,I
CX11254,12933292,12974054,227,FALSE,I
CX11254,12974054,13045837,227,FALSE,I
CX11254,13045837,13111003,227,FALSE,I
CX11254,13111003,13137301,227,FALSE,I
CX11254,13137301,13158233,227,FALSE,I
CX11254,13324299,13348255,227,FALSE,I
CX11254,13348255,13663598,227,FALSE,I
CX11254,13663598,13696154,227,FALSE,I
CX11254,13696154,14105037,227,FALSE,I
CX11254,14105037,14493082,227,FALSE,I
CX11254,14493082,14493326,227,FALSE,I
CX11254,14493326,14512813,227,FALSE,I
CX11254,14512813,14917701,227,FALSE,I
CX11254,14917701,15068407,227,FALSE,I
CX11262,947,51646,246,FALSE,I
CX11262,51646,871710,246,FALSE,I
CX11262,871710,927229,246,FALSE,I
CX11262,927229,1091107,246,TRUE,I
CX11262,1091107,1183886,246,FALSE,I
CX11262,1183886,1220292,246,TRUE,I
CX11262,1220292,1437920,246,FALSE,I
CX11262,1437920,1486488,246,FALSE,I
CX11262,1486488,1522557,246,FALSE,I
CX11262,1522557,1712098,246,FALSE,I
CX11262,1712098,1712422,246,TRUE,I
CX11262,1712422,1805071,246,FALSE,I
CX11262,1805071,1807111,246,FALSE,I
CX11262,1807111,2121994,246,FALSE,I
CX11262,2121994,2207997,246,FALSE,I
CX11262,2207997,2479703,246,FALSE,I
CX11262,2479703,2556671,246,TRUE,I
CX11262,2556671,2605967,246,FALSE,I
CX11262,2605967,2755194,246,TRUE,I
CX11262,2755194,2772722,246,FALSE,I
CX11262,2772722,2940660,246,TRUE,I
CX11262,2940660,3273293,246,FALSE,I
CX11262,3273293,3344655,246,FALSE,I
CX11262,3344655,3357612,246,TRUE,I
CX11262,3357612,4412121,246,FALSE,I
CX11262,4412121,4516425,246,TRUE,I
CX11262,4516425,4711625,246,FALSE,I
CX11262,4711625,4852059,246,TRUE,I
CX11262,4852059,5068230,246,FALSE,I
CX11262,5068230,7176440,246,TRUE,I
CX11262,7176440,7494336,246,FALSE,I
CX11262,7494336,8483617,246,TRUE,I
CX11262,8483617,8739367,246,FALSE,I
CX11262,8739367,10877938,246,FALSE,I
CX11262,10877938,10878840,246,FALSE,I
CX11262,10878840,11404137,246,FALSE,I
CX11262,11404137,11629324,246,FALSE,I
CX11262,11629324,11629378,246,FALSE,I
CX11262,11629378,12252863,246,FALSE,I
CX11262,12252863,12590327,246,TRUE,I
CX11262,12590327,12828601,246,FALSE,I
CX11262,12828601,12844599,246,TRUE,I
CX11262,12844599,15064281,246,FALSE,I
CX11264,2659,51646,241,FALSE,I
CX11264,51646,871710,241,FALSE,I
CX11264,871710,927229,241,FALSE,I
CX11264,927229,1091107,241,TRUE,I
CX11264,1091107,1183886,241,FALSE,I
CX11264,1183886,1220292,241,TRUE,I
CX11264,1220292,1437920,241,FALSE,I
CX11264,1437920,1486488,241,FALSE,I
CX11264,1486488,1522557,241,FALSE,I
CX11264,1522557,1712098,241,FALSE,I
CX11264,1712098,1712422,241,TRUE,I
CX11264,1712422,1715572,241,FALSE,I
CX11264,1715572,2202475,241,FALSE,I
CX11264,2202475,2202874,241,TRUE,I
CX11264,2202874,2403555,241,FALSE,I
CX11264,2403555,2404204,241,TRUE,I
CX11264,2404204,2514618,241,FALSE,I
CX11264,2514618,2516132,241,FALSE,I
CX11264,2516132,2830526,241,FALSE,I
CX11264,2830526,2853744,241,FALSE,I
CX11264,2853744,2973631,241,FALSE,I
CX11264,2973631,2974512,241,TRUE,I
CX11264,2974512,3047452,241,FALSE,I
CX11264,3047452,3412591,241,FALSE,I
CX11264,3414530,3714111,241,TRUE,I
CX11264,3714111,4485826,241,FALSE,I
CX11264,4485826,4516425,241,TRUE,I
CX11264,4516425,4711625,241,FALSE,I
CX11264,4711625,8483617,241,TRUE,I
CX11264,8483617,11549506,241,FALSE,I
CX11264,11549506,11963502,241,FALSE,I
CX11264,11963502,11964529,241,TRUE,I
CX11264,11964529,12384411,241,FALSE,I
CX11264,12384411,12397964,241,TRUE,I
CX11264,12397964,12617541,241,FALSE,I
CX11264,12617541,12625189,241,TRUE,I
CX11264,12625189,12797650,241,FALSE,I
CX11264,12797650,13007273,241,TRUE,I
CX11264,13007273,13022150,241,FALSE,I
CX11264,13022150,13850975,241,TRUE,I
CX11264,13850975,14166165,241,FALSE,I
CX11264,14166165,14452707,241,TRUE,I
CX11264,14452707,14455485,241,FALSE,I
CX11264,14455485,15068407,241,TRUE,I
CX11271,947,380568,116,FALSE,I
CX11271,380568,382652,116,TRUE,I
CX11271,382652,497125,116,FALSE,I
CX11271,497125,497951,116,FALSE,I
CX11271,497951,713146,116,FALSE,I
CX11271,713146,713502,116,FALSE,I
CX11271,713502,1037493,116,FALSE,I
CX11271,1037493,1038852,116,FALSE,I
CX11271,1038852,1189382,116,FALSE,I
CX11271,1189382,1198481,116,TRUE,I
CX11271,1198481,1422078,116,FALSE,I
CX11271,1422078,1425423,116,TRUE,I
CX11271,1425423,1486488,116,FALSE,I
CX11271,1486488,1525958,116,FALSE,I
CX11271,1525958,1615345,116,FALSE,I
CX11271,1615345,1754216,116,FALSE,I
CX11271,1894071,1926040,116,TRUE,I
CX11271,1926040,2198067,116,FALSE,I
CX11271,2198067,2198413,116,FALSE,I
CX11271,2198413,2333810,116,FALSE,I
CX11271,2333810,2702034,116,TRUE,I
CX11271,2702034,2862890,116,FALSE,I
CX11271,2862890,2863740,116,FALSE,I
CX11271,2863740,4360362,116,FALSE,I
CX11271,4360362,4516425,116,TRUE,I
CX11271,4516425,4711625,116,FALSE,I
CX11271,4711625,8483617,116,TRUE,I
CX11271,8483617,11549506,116,FALSE,I
CX11271,11549506,11963502,116,FALSE,I
CX11271,11963502,11964529,116,TRUE,I
CX11271,11964529,12384411,116,FALSE,I
CX11271,12384411,12397964,116,TRUE,I
CX11271,12397964,12617541,116,FALSE,I
CX11271,12617541,12625189,116,TRUE,I
CX11271,12625189,12797650,116,FALSE,I
CX11271,12797650,13007273,116,TRUE,I
CX11271,13007273,13022150,116,FALSE,I
CX11271,13022150,13850975,116,TRUE,I
CX11271,13850975,14166165,116,FALSE,I
CX11271,14166165,14452707,116,TRUE,I
CX11271,14452707,14455485,116,FALSE,I
CX11271,14455485,15068407,116,TRUE,I
CX11276,947,380568,226,FALSE,I
CX11276,380568,382652,226,TRUE,I
CX11276,382652,497125,226,FALSE,I
CX11276,497125,497951,226,FALSE,I
CX11276,497951,713146,226,FALSE,I
CX11276,713146,713502,226,FALSE,I
CX11276,713502,1037493,226,FALSE,I
CX11276,1037493,1038852,226,FALSE,I
CX11276,1038852,1189382,226,FALSE,I
CX11276,1189382,1198481,226,TRUE,I
CX11276,1198481,1422078,226,FALSE,I
CX11276,1422078,1425423,226,TRUE,I
CX11276,1425423,1486488,226,FALSE,I
CX11276,1486488,1525958,226,FALSE,I
CX11276,1525958,1615345,226,FALSE,I
CX11276,1615345,2188155,226,FALSE,I
CX11276,2188155,2194757,226,FALSE,I
CX11276,2194757,2202475,226,FALSE,I
CX11276,2202475,2202874,226,TRUE,I
CX11276,2202874,2403555,226,FALSE,I
CX11276,2403555,2404204,226,TRUE,I
CX11276,2404204,2514618,226,FALSE,I
CX11276,2514618,2516132,226,FALSE,I
CX11276,2516132,2830526,226,FALSE,I
CX11276,2830526,2853744,226,FALSE,I
CX11276,2853744,2973631,226,FALSE,I
CX11276,2973631,2974512,226,TRUE,I
CX11276,2974512,3002131,226,FALSE,I
CX11276,3003075,10431080,226,TRUE,I
CX11276,10625760,10654901,226,FALSE,I
CX11276,11368739,11386762,226,FALSE,I
CX11276,11808337,11912948,226,FALSE,I
CX11276,11977171,12050338,226,FALSE,I
CX11276,12265168,12278571,226,FALSE,I
CX11276,12397490,15068407,226,TRUE,I
CX11285,71728,380568,265,FALSE,I
CX11285,380568,382652,265,TRUE,I
CX11285,382652,497125,265,FALSE,I
CX11285,497125,497951,265,FALSE,I
CX11285,497951,713146,265,FALSE,I
CX11285,713146,713502,265,FALSE,I
CX11285,713502,1037493,265,FALSE,I
CX11285,1037493,1038852,265,FALSE,I
CX11285,1038852,1189382,265,FALSE,I
CX11285,1189382,1198481,265,TRUE,I
CX11285,1198481,1422078,265,FALSE,I
CX11285,1422078,1425423,265,TRUE,I
CX11285,1425423,1486488,265,FALSE,I
CX11285,1486488,1525958,265,FALSE,I
CX11285,1525958,1615345,265,FALSE,I
CX11285,1615345,2188155,265,FALSE,I
CX11285,2188155,2194757,265,FALSE,I
CX11285,2194757,2202475,265,FALSE,I
CX11285,2202475,3714111,265,TRUE,I
CX11285,3714111,4485826,265,FALSE,I
CX11285,4485826,4516425,265,TRUE,I
CX11285,4516425,4616128,265,FALSE,I
CX11285,4616128,8833900,265,FALSE,I
CX11285,8833900,11294302,265,FALSE,I
CX11285,11294302,11295621,265,FALSE,I
CX11285,11295621,11549506,265,FALSE,I
CX11285,11549506,11963502,265,FALSE,I
CX11285,11963502,11964529,265,TRUE,I
CX11285,11964529,12384411,265,FALSE,I
CX11285,12384411,12397964,265,TRUE,I
CX11285,12397964,12617541,265,FALSE,I
CX11285,12617541,12625189,265,TRUE,I
CX11285,12625189,12797650,265,FALSE,I
CX11285,12797650,13007273,265,TRUE,I
CX11285,13007273,13022150,265,FALSE,I
